Car_ID,Date,Brand,Model,Year,Body_Type,Fuel_Type,Transmission,Region,Sales_Units,Unit_Price,Total_Sales,Dealer,Customer_Type
432,04/04/2022,Lexus,NX,2020,Hatchback,Petrol,Manual,Lagos,10,23033967.67,230339676.7,DriveX,New
433,30/10/2020,Hyundai,Tucson,2021,SUV,Petrol,Automatic,Kano,5,29733630.9,148668154.5,MegaMotors,Returning
434,16/04/2023,Ford,Escape,2022,SUV,Electric,Manual,Port Harcourt,14,28613087.43,400583224,SpeedHub,New
435,31/01/2022,Kia,Sportage,2018,Hatchback,Diesel,Manual,Ibadan,8,43004846.8,344038774.4,DriveX,Returning
436,22/05/2024,Hyundai,Elantra,2024,Hatchback,Petrol,Manual,Lagos,18,28136147.07,506450647.3,CarPoint,New
437,25/08/2020,Lexus,RX,2024,SUV,Electric,Automatic,Ibadan,13,29273719.84,380558357.9,CarPoint,Returning
438,01/12/2022,Nissan,Rogue,2023,Sedan,Diesel,Manual,Kano,11,10445067.45,114895742,MegaMotors,Returning
439,27/01/2019,Mercedes,E-Class,2023,SUV,Petrol,Manual,Ibadan,9,31713661.25,285422951.3,DriveX,Returning
440,20/06/2021,Kia,Seltos,2021,SUV,Diesel,Manual,Port Harcourt,22,12479915,274558130,DriveX,Returning
441,13/10/2019,Honda,Accord,2019,Truck,Electric,Manual,Ibadan,14,25493390.66,356907469.2,DriveX,Returning
442,10/06/2019,Honda,Pilot,2021,Hatchback,Petrol,Automatic,Lagos,5,20271920.21,101359601.1,AutoNation,New
443,14/10/2022,Honda,Civic,2020,Hatchback,Petrol,Manual,Port Harcourt,24,13309170.15,319420083.6,SpeedHub,New
444,21/12/2024,Honda,Civic,2021,Hatchback,Hybrid,Automatic,Lagos,21,8387359.16,176134542.4,SpeedHub,Returning
445,23/07/2020,Kia,Sorento,2020,Truck,Electric,Automatic,Port Harcourt,12,18167474.29,218009691.5,MegaMotors,Returning
446,06/08/2023,BMW,X3,2024,Hatchback,Petrol,Manual,Lagos,16,23892666.12,382282657.9,SpeedHub,New
447,08/08/2019,Toyota,RAV4,2022,Truck,Hybrid,Automatic,Lagos,20,13862957.03,277259140.6,DriveX,New
448,23/10/2022,Volkswagen,Tiguan,2020,Truck,Electric,Manual,Ibadan,2,22240258.5,44480517,DriveX,Returning
449,11/11/2020,Hyundai,Santa Fe,2019,Sedan,Hybrid,Automatic,Port Harcourt,21,41343595.84,868215512.6,SpeedHub,New
450,01/04/2019,Toyota,Corolla,2022,SUV,Electric,Manual,Port Harcourt,6,24732611.13,148395666.8,DriveX,New
451,20/04/2020,Ford,Explorer,2018,Sedan,Diesel,Automatic,Lagos,5,20027353.09,100136765.5,CarPoint,New
452,10/07/2024,Hyundai,Kona,2022,Truck,Electric,Manual,Lagos,17,44411945.14,755003067.4,SpeedHub,New
453,20/06/2024,Hyundai,Santa Fe,2023,Sedan,Hybrid,Manual,Kano,20,35915171.87,718303437.4,AutoNation,Returning
454,13/02/2021,Mercedes,GLE,2023,Sedan,Diesel,Automatic,Ibadan,19,9874374.91,187613123.3,SpeedHub,New
455,23/11/2023,Kia,Rio,2022,Hatchback,Hybrid,Automatic,Abuja,5,22623633.29,113118166.5,AutoNation,Returning
456,15/07/2021,Nissan,Rogue,2021,SUV,Electric,Manual,Kano,18,44654524.56,803781442.1,DriveX,Returning
457,23/07/2020,Mercedes,GLC,2024,SUV,Diesel,Manual,Lagos,16,27780579.22,444489267.5,SpeedHub,New
458,16/09/2020,Hyundai,Elantra,2021,Hatchback,Diesel,Manual,Kano,3,28942970.59,86828911.77,AutoNation,New
459,10/11/2023,BMW,X3,2019,Sedan,Diesel,Manual,Ibadan,18,29667358.71,534012456.8,SpeedHub,New
460,04/09/2022,Toyota,Highlander,2021,Sedan,Electric,Manual,Kano,4,15565003.03,62260012.12,DriveX,Returning
461,06/09/2020,Ford,Edge,2024,Hatchback,Electric,Automatic,Port Harcourt,8,17051674.67,136413397.4,MegaMotors,New
462,13/10/2022,Mercedes,E-Class,2020,Truck,Hybrid,Manual,Ibadan,8,32770868.37,262166947,DriveX,New
463,29/05/2020,Ford,Edge,2022,Sedan,Hybrid,Manual,Lagos,17,30871575.04,524816775.7,SpeedHub,New
464,06/11/2020,Nissan,Sentra,2024,Hatchback,Electric,Automatic,Abuja,23,35187698.01,809317054.2,MegaMotors,Returning
465,17/09/2019,Lexus,RX,2020,Sedan,Diesel,Manual,Ibadan,13,13304154.07,172954002.9,AutoNation,Returning
466,22/04/2019,Lexus,LX,2020,Hatchback,Electric,Automatic,Port Harcourt,5,20175715.89,100878579.5,AutoNation,Returning
467,27/04/2023,BMW,3 Series,2021,Sedan,Hybrid,Manual,Lagos,17,18808633.32,319746766.4,CarPoint,Returning
468,02/06/2022,Honda,Civic,2018,Sedan,Diesel,Manual,Ibadan,21,18491900.8,388329916.8,DriveX,New
469,08/04/2022,Honda,Accord,2023,Hatchback,Hybrid,Automatic,Abuja,8,9127076.29,73016610.32,AutoNation,New
470,31/01/2021,BMW,5 Series,2024,SUV,Hybrid,Manual,Ibadan,3,38322128.08,114966384.2,DriveX,Returning
471,02/03/2022,Toyota,RAV4,2019,Truck,Petrol,Manual,Ibadan,24,21342861.17,512228668.1,CarPoint,New
472,06/12/2019,Lexus,NX,2021,Hatchback,Electric,Automatic,Abuja,4,39382818.99,157531276,SpeedHub,Returning
473,05/10/2023,Hyundai,Kona,2024,Hatchback,Diesel,Automatic,Kano,14,10579795.49,148117136.9,DriveX,Returning
474,22/12/2023,Toyota,RAV4,2019,Hatchback,Diesel,Automatic,Kano,8,18846396.9,150771175.2,CarPoint,New
475,02/08/2021,Lexus,RX,2023,Hatchback,Hybrid,Automatic,Kano,19,27277456.24,518271668.6,CarPoint,Returning
476,30/08/2024,BMW,3 Series,2019,SUV,Diesel,Automatic,Lagos,9,12609508.34,113485575.1,DriveX,Returning
477,01/02/2021,Honda,Civic,2019,Truck,Petrol,Automatic,Port Harcourt,6,28353387.75,170120326.5,SpeedHub,Returning
478,05/09/2020,Kia,Rio,2018,SUV,Hybrid,Automatic,Abuja,15,32852189.46,492782841.9,SpeedHub,Returning
479,20/05/2023,Toyota,Corolla,2021,SUV,Diesel,Manual,Port Harcourt,21,23737710.93,498491929.5,CarPoint,New
480,12/08/2019,Hyundai,Tucson,2018,Hatchback,Diesel,Manual,Ibadan,23,25039075.15,575898728.5,CarPoint,Returning
481,26/11/2024,Lexus,LX,2019,SUV,Petrol,Automatic,Abuja,22,42417648.62,933188269.6,DriveX,New
482,07/04/2022,Lexus,NX,2024,Sedan,Petrol,Automatic,Abuja,24,10153349.93,243680398.3,DriveX,New
483,02/03/2020,Lexus,LX,2024,Hatchback,Electric,Manual,Port Harcourt,10,24518318.98,245183189.8,AutoNation,New
484,17/03/2022,Hyundai,Kona,2019,Truck,Diesel,Automatic,Ibadan,8,33891267.12,271130137,CarPoint,Returning
485,21/02/2024,BMW,X5,2018,Sedan,Diesel,Automatic,Kano,2,40408218.58,80816437.16,CarPoint,New
486,22/11/2019,Mercedes,GLE,2024,Hatchback,Petrol,Manual,Ibadan,9,26217436.43,235956927.9,DriveX,New
487,27/11/2024,Volkswagen,Passat,2019,Truck,Hybrid,Manual,Lagos,24,21340114.18,512162740.3,SpeedHub,New
488,02/04/2024,BMW,5 Series,2018,SUV,Diesel,Manual,Ibadan,8,24647114.11,197176912.9,AutoNation,Returning
489,30/06/2019,Lexus,ES,2021,Hatchback,Diesel,Manual,Ibadan,20,12215294.83,244305896.6,DriveX,New
490,14/07/2023,Lexus,ES,2022,Sedan,Diesel,Automatic,Kano,11,9726268.08,106988948.9,AutoNation,New
491,29/08/2023,Volkswagen,Passat,2022,Sedan,Petrol,Manual,Ibadan,5,37077308.19,185386541,DriveX,Returning
492,18/10/2024,Honda,CR-V,2021,Truck,Petrol,Automatic,Port Harcourt,19,37163504.32,706106582.1,CarPoint,New
493,04/12/2023,Mercedes,C-Class,2021,Hatchback,Diesel,Manual,Lagos,2,38068183.98,76136367.96,SpeedHub,Returning
494,05/04/2024,Hyundai,Elantra,2021,Sedan,Electric,Manual,Ibadan,25,10883737.81,272093445.3,CarPoint,New
495,30/03/2020,Lexus,NX,2022,Hatchback,Hybrid,Manual,Port Harcourt,2,39723940.47,79447880.94,CarPoint,New
496,21/08/2020,Kia,Sorento,2019,Hatchback,Diesel,Manual,Port Harcourt,14,39794785.94,557127003.2,DriveX,New
497,24/04/2019,Honda,Pilot,2019,Truck,Electric,Automatic,Lagos,6,35286086.44,211716518.6,MegaMotors,Returning
498,13/12/2019,Kia,Sportage,2019,Hatchback,Diesel,Automatic,Kano,2,9512584.31,19025168.62,AutoNation,Returning
499,02/07/2021,Hyundai,Tucson,2024,SUV,Hybrid,Automatic,Lagos,20,12827627.36,256552547.2,SpeedHub,New
500,06/12/2019,Mercedes,GLE,2022,Sedan,Hybrid,Automatic,Abuja,22,15186387.55,334100526.1,SpeedHub,Returning
501,19/02/2024,Volkswagen,Atlas,2021,Hatchback,Hybrid,Automatic,Kano,24,17316783.36,415602800.6,SpeedHub,New
502,17/10/2024,Lexus,RX,2018,Hatchback,Hybrid,Manual,Lagos,10,32071770.89,320717708.9,SpeedHub,Returning
503,28/11/2020,Lexus,ES,2018,Sedan,Petrol,Manual,Lagos,5,28316984.76,141584923.8,AutoNation,New
504,01/06/2024,Kia,Sorento,2022,Sedan,Hybrid,Automatic,Port Harcourt,16,30046027.66,480736442.6,SpeedHub,New
505,07/03/2023,BMW,X3,2024,Truck,Electric,Manual,Lagos,3,23360664.12,70081992.36,AutoNation,New
506,08/07/2019,Lexus,ES,2021,SUV,Hybrid,Automatic,Ibadan,20,29474158.44,589483168.8,SpeedHub,New
507,28/06/2020,Kia,Rio,2019,Truck,Petrol,Manual,Abuja,13,24455010.72,317915139.4,MegaMotors,Returning
508,09/01/2021,Ford,Edge,2021,Truck,Diesel,Manual,Abuja,17,9003357.36,153057075.1,AutoNation,New
509,02/02/2020,Mercedes,C-Class,2023,Truck,Diesel,Manual,Abuja,20,21304829.34,426096586.8,MegaMotors,Returning
510,20/03/2019,Hyundai,Tucson,2024,Truck,Petrol,Automatic,Abuja,3,14436491.59,43309474.77,DriveX,New
511,16/12/2019,Nissan,Sentra,2018,Hatchback,Diesel,Manual,Ibadan,15,44804574.32,672068614.8,SpeedHub,New
512,29/06/2021,BMW,X3,2021,Truck,Hybrid,Manual,Abuja,8,41329349.7,330634797.6,SpeedHub,New
513,02/03/2024,Ford,Edge,2020,Truck,Petrol,Manual,Kano,10,15685685.02,156856850.2,CarPoint,New
514,07/11/2022,Kia,Sportage,2019,Sedan,Electric,Automatic,Ibadan,1,41957894.04,41957894.04,DriveX,Returning
515,25/06/2024,Nissan,Rogue,2018,Truck,Electric,Manual,Abuja,5,34953337.62,174766688.1,MegaMotors,Returning
516,21/07/2022,Hyundai,Kona,2019,Sedan,Diesel,Manual,Kano,3,14385092.31,43155276.93,MegaMotors,New
517,20/01/2019,Toyota,Highlander,2024,SUV,Diesel,Manual,Ibadan,8,16944453.41,135555627.3,SpeedHub,Returning
518,29/04/2022,Honda,CR-V,2024,Truck,Diesel,Manual,Lagos,20,13609014.19,272180283.8,CarPoint,New
519,30/07/2022,Honda,CR-V,2022,SUV,Electric,Manual,Abuja,14,25063466.4,350888529.6,AutoNation,Returning
520,04/10/2022,Kia,Rio,2020,Sedan,Hybrid,Automatic,Abuja,23,37395701.73,860101139.8,DriveX,New
521,20/07/2024,BMW,X3,2019,Hatchback,Electric,Manual,Kano,20,31222788.48,624455769.6,SpeedHub,New
522,16/07/2020,Toyota,Highlander,2022,SUV,Petrol,Manual,Kano,13,14714997.58,191294968.5,SpeedHub,Returning
523,08/05/2020,Ford,Edge,2019,Sedan,Petrol,Manual,Ibadan,20,41906068.27,838121365.4,CarPoint,New
524,16/06/2023,Mercedes,GLC,2024,SUV,Petrol,Automatic,Lagos,23,43128788.78,991962141.9,SpeedHub,New
525,14/01/2019,Ford,Edge,2023,Sedan,Petrol,Manual,Lagos,7,11359249.06,79514743.42,AutoNation,New
526,22/04/2023,Volkswagen,Passat,2022,SUV,Petrol,Manual,Lagos,17,34695256.45,589819359.7,DriveX,New
527,02/02/2020,Kia,Seltos,2020,Sedan,Diesel,Manual,Abuja,23,14638108.56,336676496.9,MegaMotors,Returning
528,16/01/2023,Lexus,RX,2024,Hatchback,Petrol,Manual,Kano,21,24328633.7,510901307.7,AutoNation,Returning
529,29/08/2021,Honda,Pilot,2023,Sedan,Hybrid,Automatic,Kano,25,24078484.83,601962120.8,SpeedHub,Returning
530,27/11/2021,Toyota,RAV4,2023,SUV,Petrol,Manual,Ibadan,5,26200047.8,131000239,AutoNation,Returning
531,27/07/2024,Lexus,NX,2018,Sedan,Hybrid,Manual,Kano,1,39293228.11,39293228.11,AutoNation,Returning
532,08/07/2024,Nissan,Altima,2024,SUV,Electric,Manual,Abuja,13,41448250.66,538827258.6,CarPoint,New
533,23/03/2024,Honda,CR-V,2019,Truck,Diesel,Manual,Ibadan,24,19770166.74,474484001.8,CarPoint,New
534,09/10/2023,Hyundai,Elantra,2019,Hatchback,Petrol,Manual,Kano,4,22937417.68,91749670.72,SpeedHub,Returning
535,03/07/2021,Hyundai,Santa Fe,2018,Hatchback,Diesel,Manual,Kano,17,16258434.66,276393389.2,AutoNation,Returning
536,02/12/2021,Toyota,RAV4,2021,Truck,Petrol,Manual,Port Harcourt,6,12041584.91,72249509.46,AutoNation,New
537,21/08/2021,Ford,Explorer,2023,Hatchback,Electric,Automatic,Abuja,14,21203017.64,296842247,CarPoint,New
538,20/01/2023,BMW,5 Series,2021,Sedan,Petrol,Manual,Port Harcourt,16,30306224.03,484899584.5,MegaMotors,Returning
539,23/05/2022,Nissan,Rogue,2019,Truck,Hybrid,Automatic,Kano,17,44143104.68,750432779.6,MegaMotors,Returning
540,18/05/2021,Volkswagen,Tiguan,2024,Sedan,Petrol,Automatic,Kano,2,16135271.19,32270542.38,CarPoint,Returning
541,30/04/2022,BMW,X3,2024,Sedan,Diesel,Automatic,Port Harcourt,2,27685949.18,55371898.36,MegaMotors,Returning
542,13/05/2020,BMW,X5,2022,Sedan,Diesel,Automatic,Lagos,4,41585904.79,166343619.2,CarPoint,New
543,01/12/2021,Nissan,Sentra,2022,Hatchback,Electric,Manual,Abuja,23,35439771.9,815114753.7,SpeedHub,Returning
544,28/06/2019,Hyundai,Elantra,2019,Truck,Petrol,Automatic,Port Harcourt,19,8027352.71,152519701.5,MegaMotors,Returning
545,04/11/2024,Ford,Edge,2020,Hatchback,Diesel,Manual,Port Harcourt,16,41105934.26,657694948.2,MegaMotors,New
546,03/09/2021,Volkswagen,Passat,2021,Sedan,Electric,Automatic,Abuja,18,33315791.49,599684246.8,CarPoint,Returning
547,09/11/2022,BMW,3 Series,2020,Hatchback,Petrol,Automatic,Kano,19,13155090.41,249946717.8,SpeedHub,Returning
548,14/09/2020,Hyundai,Tucson,2024,Hatchback,Electric,Manual,Port Harcourt,7,11348378.74,79438651.18,DriveX,Returning
549,20/03/2019,BMW,3 Series,2019,Sedan,Electric,Automatic,Ibadan,9,33764717.8,303882460.2,SpeedHub,New
550,03/09/2020,Lexus,RX,2020,Truck,Electric,Automatic,Kano,24,10264154.22,246339701.3,MegaMotors,New
551,08/12/2023,Nissan,Altima,2018,SUV,Electric,Manual,Port Harcourt,25,35669498.77,891737469.3,SpeedHub,Returning
552,08/06/2020,Toyota,Corolla,2021,SUV,Hybrid,Automatic,Ibadan,10,20921783.14,209217831.4,CarPoint,Returning
553,17/10/2024,Hyundai,Elantra,2022,Hatchback,Electric,Manual,Port Harcourt,3,37105439.89,111316319.7,SpeedHub,New
554,17/04/2021,Hyundai,Kona,2019,Sedan,Electric,Manual,Abuja,14,24416747.56,341834465.8,SpeedHub,New
555,19/05/2020,Nissan,Pathfinder,2018,Sedan,Electric,Automatic,Ibadan,7,44991253.38,314938773.7,CarPoint,Returning
556,31/08/2020,Honda,Accord,2022,Sedan,Petrol,Manual,Port Harcourt,17,13559633.33,230513766.6,CarPoint,New
557,10/10/2022,BMW,3 Series,2024,Sedan,Electric,Manual,Lagos,20,24209002.54,484180050.8,DriveX,Returning
558,07/01/2019,Ford,Explorer,2021,Sedan,Diesel,Manual,Lagos,11,11219267.1,123411938.1,SpeedHub,New
559,15/07/2023,Nissan,Rogue,2022,Sedan,Diesel,Automatic,Kano,5,43628178.6,218140893,AutoNation,Returning
560,06/05/2020,Lexus,LX,2021,Truck,Hybrid,Automatic,Lagos,12,11211717.84,134540614.1,MegaMotors,New
561,29/09/2024,Lexus,LX,2023,Sedan,Hybrid,Manual,Ibadan,20,35729013.16,714580263.2,MegaMotors,New
562,16/05/2021,Kia,Sorento,2018,SUV,Petrol,Automatic,Lagos,13,32945186.64,428287426.3,SpeedHub,New
563,01/10/2022,Volkswagen,Tiguan,2020,Sedan,Electric,Manual,Kano,23,36720646.17,844574861.9,AutoNation,New
564,24/08/2020,Mercedes,GLE,2022,Hatchback,Hybrid,Automatic,Port Harcourt,25,10285820.47,257145511.8,SpeedHub,New
565,17/01/2021,Ford,Focus,2019,Sedan,Hybrid,Manual,Ibadan,22,39863251.16,876991525.5,DriveX,New
566,12/04/2023,Mercedes,C-Class,2021,SUV,Hybrid,Automatic,Kano,6,31413216.75,188479300.5,DriveX,New
567,07/01/2022,Ford,Escape,2024,Sedan,Petrol,Automatic,Abuja,8,8669402.79,69355222.32,AutoNation,Returning
568,01/03/2023,Honda,Civic,2023,Truck,Diesel,Manual,Port Harcourt,24,11760352.25,282248454,AutoNation,Returning
569,03/04/2019,Hyundai,Santa Fe,2020,Hatchback,Diesel,Manual,Lagos,19,38609860.87,733587356.5,CarPoint,New
570,22/01/2020,Kia,Sorento,2022,Hatchback,Diesel,Manual,Port Harcourt,17,9161112.02,155738904.3,CarPoint,New
571,01/06/2021,Mercedes,E-Class,2019,Sedan,Hybrid,Manual,Ibadan,23,29738369.26,683982493,MegaMotors,Returning
572,04/05/2020,Kia,Seltos,2021,Hatchback,Petrol,Automatic,Abuja,12,42956785.87,515481430.4,SpeedHub,Returning
573,27/07/2024,Volkswagen,Atlas,2021,Truck,Petrol,Manual,Abuja,1,42624930.81,42624930.81,CarPoint,Returning
574,11/12/2020,Kia,Sorento,2021,Truck,Hybrid,Manual,Abuja,11,40435319.48,444788514.3,MegaMotors,New
575,16/11/2023,Toyota,Camry,2021,Truck,Petrol,Automatic,Lagos,21,24621206.84,517045343.6,MegaMotors,New
576,27/09/2020,Ford,Focus,2021,Hatchback,Electric,Automatic,Lagos,11,19852646.15,218379107.7,AutoNation,Returning
577,01/03/2022,Nissan,Sentra,2024,Hatchback,Electric,Manual,Port Harcourt,25,44896968.4,1122424210,AutoNation,Returning
578,01/04/2022,Mercedes,E-Class,2018,Hatchback,Hybrid,Manual,Abuja,16,18350902.92,293614446.7,MegaMotors,New
579,19/06/2023,Volkswagen,Atlas,2023,SUV,Diesel,Automatic,Port Harcourt,20,18348849.34,366976986.8,AutoNation,New
580,04/05/2023,Honda,Civic,2024,SUV,Electric,Automatic,Port Harcourt,6,40763294.04,244579764.2,CarPoint,Returning
581,26/06/2020,Lexus,ES,2018,Truck,Petrol,Manual,Ibadan,20,42307561.4,846151228,AutoNation,Returning
582,23/12/2021,Toyota,Corolla,2024,SUV,Hybrid,Automatic,Abuja,6,14582442.03,87494652.18,MegaMotors,New
583,09/04/2020,BMW,X3,2024,SUV,Hybrid,Automatic,Kano,9,12923253.12,116309278.1,CarPoint,Returning
584,28/04/2023,Kia,Sorento,2022,Hatchback,Electric,Automatic,Port Harcourt,3,9750041.78,29250125.34,SpeedHub,New
585,27/07/2023,Ford,Escape,2019,SUV,Diesel,Manual,Abuja,17,21948657.92,373127184.6,SpeedHub,Returning
586,09/06/2022,Mercedes,GLE,2022,SUV,Diesel,Manual,Lagos,19,23882998.41,453776969.8,MegaMotors,New
587,16/12/2023,Volkswagen,Passat,2021,Sedan,Hybrid,Automatic,Port Harcourt,4,21399393.05,85597572.2,SpeedHub,Returning
588,03/06/2020,Honda,Accord,2019,Truck,Petrol,Manual,Abuja,25,42653104.95,1066327624,MegaMotors,New
589,25/09/2023,Nissan,Rogue,2020,Truck,Hybrid,Manual,Lagos,24,24497091.93,587930206.3,AutoNation,New
590,24/09/2020,Mercedes,E-Class,2018,Truck,Electric,Manual,Kano,3,19925145.39,59775436.17,AutoNation,Returning
591,15/02/2021,Volkswagen,Atlas,2021,Hatchback,Electric,Manual,Abuja,22,16115543.18,354541950,DriveX,Returning
592,08/07/2022,Mercedes,E-Class,2022,SUV,Diesel,Manual,Ibadan,15,30804689.24,462070338.6,SpeedHub,Returning
593,01/08/2021,BMW,5 Series,2019,Hatchback,Diesel,Automatic,Kano,14,19935907.28,279102701.9,CarPoint,Returning
594,12/03/2024,Hyundai,Elantra,2024,SUV,Petrol,Automatic,Kano,8,38121787.81,304974302.5,AutoNation,Returning
595,07/11/2024,Mercedes,E-Class,2022,Hatchback,Petrol,Manual,Lagos,18,41166612.27,740999020.9,DriveX,Returning
596,09/12/2024,Mercedes,C-Class,2022,Truck,Electric,Automatic,Lagos,6,9578259.81,57469558.86,CarPoint,Returning
597,25/05/2020,Nissan,Pathfinder,2020,Truck,Diesel,Automatic,Abuja,2,24849840.61,49699681.22,SpeedHub,Returning
598,24/04/2019,Volkswagen,Tiguan,2020,Truck,Hybrid,Manual,Lagos,21,10594940.38,222493748,MegaMotors,New
599,19/01/2023,Ford,Escape,2019,Hatchback,Diesel,Manual,Ibadan,1,15701309.17,15701309.17,SpeedHub,Returning
600,27/11/2022,Lexus,ES,2021,SUV,Petrol,Automatic,Port Harcourt,19,34382132.94,653260525.9,AutoNation,New
601,17/11/2021,Kia,Rio,2024,Hatchback,Petrol,Manual,Abuja,3,22695481.22,68086443.66,MegaMotors,New
602,11/08/2020,Honda,Accord,2018,Truck,Diesel,Manual,Kano,19,8486880.64,161250732.2,AutoNation,Returning
603,18/10/2023,Honda,Civic,2023,Hatchback,Electric,Manual,Abuja,20,36878664.34,737573286.8,SpeedHub,New
604,30/05/2019,Nissan,Pathfinder,2020,Truck,Hybrid,Manual,Ibadan,15,10707387.38,160610810.7,MegaMotors,New
605,17/04/2022,BMW,5 Series,2021,Sedan,Diesel,Manual,Ibadan,3,35293281.28,105879843.8,MegaMotors,New
606,02/01/2020,Nissan,Altima,2020,Hatchback,Diesel,Manual,Lagos,6,13667420.19,82004521.14,SpeedHub,New
607,15/02/2023,Nissan,Pathfinder,2021,Truck,Petrol,Automatic,Abuja,21,8488139.79,178250935.6,DriveX,Returning
608,20/04/2021,Ford,Edge,2020,SUV,Electric,Manual,Port Harcourt,9,30040081.47,270360733.2,DriveX,Returning
609,13/09/2023,Volkswagen,Jetta,2020,SUV,Electric,Manual,Ibadan,13,31777557.3,413108244.9,AutoNation,Returning
610,15/02/2021,Volkswagen,Tiguan,2021,Hatchback,Diesel,Automatic,Port Harcourt,23,14599052.98,335778218.5,MegaMotors,Returning
611,30/12/2021,Ford,Escape,2023,Hatchback,Diesel,Manual,Kano,23,29538927.2,679395325.6,MegaMotors,Returning
612,26/05/2020,Hyundai,Tucson,2024,Truck,Hybrid,Automatic,Ibadan,6,25662413.2,153974479.2,CarPoint,Returning
613,22/02/2024,Hyundai,Elantra,2021,Hatchback,Electric,Manual,Port Harcourt,25,11675853.43,291896335.8,SpeedHub,New
614,12/07/2021,Ford,Focus,2018,Hatchback,Diesel,Manual,Kano,15,31154528.85,467317932.8,DriveX,Returning
615,16/12/2020,Kia,Sportage,2021,SUV,Electric,Automatic,Port Harcourt,21,15604464.95,327693764,SpeedHub,New
616,16/03/2024,BMW,5 Series,2019,Sedan,Electric,Manual,Port Harcourt,4,14029831.61,56119326.44,SpeedHub,New
617,25/06/2022,Nissan,Pathfinder,2019,Truck,Electric,Manual,Ibadan,25,44878149.77,1121953744,CarPoint,Returning
618,10/04/2022,Mercedes,GLC,2024,Hatchback,Electric,Automatic,Ibadan,1,25973104.78,25973104.78,MegaMotors,Returning
619,08/04/2024,Lexus,ES,2023,Hatchback,Hybrid,Automatic,Lagos,13,15574549.64,202469145.3,DriveX,Returning
620,19/11/2021,Volkswagen,Passat,2019,Truck,Petrol,Manual,Port Harcourt,11,33716527.59,370881803.5,SpeedHub,Returning
621,09/09/2019,Kia,Seltos,2024,SUV,Petrol,Automatic,Ibadan,6,24604494.44,147626966.6,MegaMotors,Returning
622,03/03/2020,Ford,Escape,2024,Hatchback,Electric,Manual,Lagos,3,8980807.34,26942422.02,MegaMotors,Returning
623,10/01/2024,Kia,Sorento,2024,Hatchback,Diesel,Automatic,Abuja,1,35069871.89,35069871.89,CarPoint,New
624,23/12/2020,Honda,CR-V,2024,Sedan,Hybrid,Automatic,Ibadan,18,19798127.11,356366288,AutoNation,New
625,16/11/2023,Volkswagen,Jetta,2018,SUV,Electric,Automatic,Kano,5,12897059.61,64485298.05,MegaMotors,Returning
626,10/05/2024,Honda,Pilot,2024,Hatchback,Hybrid,Automatic,Lagos,4,11739469.28,46957877.12,AutoNation,Returning
627,09/03/2022,Lexus,RX,2022,SUV,Petrol,Automatic,Port Harcourt,13,43830933.11,569802130.4,SpeedHub,New
628,27/10/2023,Lexus,ES,2021,SUV,Diesel,Automatic,Lagos,3,42738071.82,128214215.5,SpeedHub,Returning
629,28/05/2024,Honda,Accord,2023,Hatchback,Diesel,Automatic,Kano,7,17897454.46,125282181.2,MegaMotors,New
630,05/05/2023,Hyundai,Santa Fe,2022,Hatchback,Hybrid,Automatic,Port Harcourt,21,33857118,710999478,CarPoint,New
631,23/03/2019,Volkswagen,Passat,2022,SUV,Petrol,Manual,Port Harcourt,7,36276181.49,253933270.4,SpeedHub,Returning
632,30/12/2024,Volkswagen,Passat,2018,Sedan,Electric,Manual,Lagos,1,31191186.44,31191186.44,MegaMotors,New
633,23/10/2020,Toyota,Highlander,2020,SUV,Electric,Manual,Port Harcourt,21,37948690.53,796922501.1,CarPoint,Returning
634,05/12/2021,Honda,Accord,2024,SUV,Hybrid,Automatic,Port Harcourt,21,37944198.61,796828170.8,CarPoint,New
635,16/01/2020,Volkswagen,Tiguan,2021,SUV,Petrol,Manual,Lagos,5,28708976.38,143544881.9,MegaMotors,New
636,12/03/2021,Nissan,Sentra,2024,SUV,Diesel,Automatic,Abuja,6,10632846.82,63797080.92,DriveX,Returning
637,06/08/2020,Mercedes,GLE,2022,Sedan,Petrol,Automatic,Abuja,20,32500376.11,650007522.2,MegaMotors,Returning
638,12/08/2020,Toyota,RAV4,2018,Truck,Diesel,Manual,Lagos,10,30637369.64,306373696.4,DriveX,New
639,09/02/2020,Kia,Sportage,2022,Sedan,Hybrid,Automatic,Lagos,1,43609891.54,43609891.54,MegaMotors,Returning
640,28/07/2023,Ford,Focus,2020,Hatchback,Electric,Automatic,Port Harcourt,12,44924136.25,539089635,AutoNation,New
641,21/08/2024,Toyota,Highlander,2023,SUV,Diesel,Automatic,Port Harcourt,11,44646206.99,491108276.9,SpeedHub,New
642,23/05/2023,Mercedes,C-Class,2022,Hatchback,Hybrid,Manual,Kano,19,31302821.98,594753617.6,MegaMotors,Returning
643,17/10/2021,Ford,Focus,2021,SUV,Hybrid,Manual,Lagos,16,10213344.01,163413504.2,MegaMotors,Returning
644,02/08/2021,Honda,CR-V,2021,Sedan,Electric,Manual,Kano,3,14989634.32,44968902.96,DriveX,New
645,11/01/2023,Ford,Edge,2023,SUV,Hybrid,Manual,Port Harcourt,21,13361457.27,280590602.7,CarPoint,New
646,21/01/2023,Ford,Edge,2018,Sedan,Electric,Manual,Port Harcourt,16,10940275.24,175044403.8,CarPoint,Returning
